,names,managers,addresses,types,urls,phones,被保険者数,登記注意事項,lat,lon
20737,有限会社都市道路,-,足立区谷在家３丁目２３番１３号,-,-,-,,,35.788807,139.768057
20738,有限会社戸田,戸田晃,足立区鹿浜３丁目３０番１４号,商社,http://www.toda-tetsukuzu.com/,-,14,,35.781121,139.753482
20739,有限会社トニー販売,-,足立区舎人１丁目２１番５号,-,-,-,,,35.807249,139.770704
20740,有限会社都北商事,-,足立区保木間５丁目１番６号,-,-,-,,,35.80436,139.803197
20741,有限会社鳶柴田,-,足立区南花畑５丁目２３番４号,-,-,-,,,35.796305,139.813981
20742,有限会社鳶吉建設,-,足立区北加平町１８番１８号,-,-,-,,,35.784064,139.828437
20743,有限会社トモダ,-,足立区東綾瀬１丁目１６番１４号,-,-,-,0,,35.764485,139.832352
20744,有限会社富善,-,足立区西新井本町１丁目１番１５号,商社,-,-,,,35.77579,139.779365
20745,有限会社豊田製作所,-,足立区西新井２丁目１９番１２号,-,-,-,5,,35.784381,139.781432
20746,有限会社豊藤,-,足立区花畑３丁目１番２号,-,-,-,,,35.803676,139.81266
20747,有限会社トレイデックス,-,足立区西竹の塚１丁目７番１０号,-,-,-,,,35.792027,139.788406
20748,有限会社鳥松,-,足立区舎人２丁目１７番１１号,サービス,-,-,,,35.811296,139.771662
20750,有限会社ナート興産,-,足立区日ノ出町２６番１−５３１号,-,-,-,,,35.753521,139.810519
20751,有限会社中公商店,-,足立区花畑４丁目３９番１５号,-,-,-,,,35.803625,139.807797
20752,有限会社長進商店,-,足立区綾瀬２丁目１９番３号,-,-,-,,,35.759926,139.828332
20754,南京商亊有限会社,-,足立区伊興町大境１８５６番地,-,-,-,,,,
20756,株式会社エヌ・ケイ・アシスト,-,足立区千住桜木２丁目１２番２号,-,-,-,,,35.755361,139.786461
20757,有限会社ナカバヤシ,-,足立区一ツ家１丁目１１番１３号,-,-,-,,,35.781838,139.809753
20758,有限会社中村鏡店,-,足立区大谷田４丁目２０番１３号,小売,-,-,,,35.778912,139.838128
20759,有限会社中丸工業所,-,足立区谷中１丁目３０番２号,-,-,-,,,35.77249,139.832129
20760,有限会社中村製作所,-,足立区柳原２丁目４０番２号,-,-,-,,,35.748855,139.813804
20761,有限会社中康食品,-,足立区鹿浜１丁目１３番５号,-,-,-,,,35.776167,139.748476
20763,ナサコテクノプラン有限会社,-,足立区中川２丁目８番９号,-,-,-,,,35.769147,139.855327
20764,有限会社ナックシステム,-,足立区保木間３丁目１５番１０号センチュリー保木間３０５号,-,-,-,,,35.796447,139.806375
20765,有限会社ナリタ,-,足立区東和３丁目７番６号,-,-,-,,,35.771717,139.837921
20766,有限会社奈良原創建,-,足立区鹿浜６丁目１６番７号,-,-,-,,,35.786345,139.759033
20767,有限会社日本勧営,-,足立区関原１丁目２１番１５号,-,-,-,,,35.761855,139.789455
20768,有限会社日本ジオテクニカ,-,足立区古千谷本町１丁目６番５号,-,-,-,,,35.802527,139.775001
20769,有限会社新妻不動産,-,足立区綾瀬１丁目３３番１１号,不動産、レンタル・リース,-,03-3604-0588,1,,35.758847,139.822005
20772,有限会社西尾保険事務所,-,足立区千住柳町９番９号,-,-,-,1,,35.753791,139.796347
20773,有限会社西賢,-,足立区西新井４丁目１９番１３号,-,-,-,,,35.787855,139.775443
20774,有限会社西沢薬局,-,足立区中川４丁目１番１号,商社,-,-,8,,35.771442,139.846681
20775,有限会社西村工業,-,足立区花畑２丁目４番４０号,-,-,-,,,35.801817,139.817021
20776,有限会社ニチエイ産業,-,足立区関原１丁目５番９号,-,-,-,,,35.761855,139.789455
20777,有限会社ニッコー・フーズ,-,足立区花畑３丁目３４番３号,-,-,-,,,35.803676,139.81266
20778,有限会社日装,-,足立区関原２丁目４０番１３号バイエルハイツ１階,不動産、レンタル・リース,-,-,1,,35.766962,139.789046
20779,有限会社ニッシン工材,-,足立区南花畑１丁目１５番１号,-,-,-,,,35.787716,139.82441
20780,有限会社日勝プロセス,-,足立区千住河原町２番３号,-,-,-,,,35.743103,139.798787
20781,有限会社日南,-,足立区西伊興４丁目５番１２号,サービス,-,03-3899-5899,1,,35.802893,139.780417
20782,日藤商事有限会社,-,足立区千住宮元町２９番３号,-,-,-,,,35.746798,139.796199
20783,有限会社ニユーステンドグラス,-,足立区綾瀬６丁目４番２０号,-,-,-,,,35.77093,139.826063
20784,有限会社ニューマン,-,足立区西新井本町３丁目１０番２４号,商社,-,-,,,35.77528,139.775725
20785,有限会社沼田バーバーチエーン,-,足立区千住３丁目７０番地,-,-,-,0,,35.751635,139.802709
20786,有限会社根本＿工所,-,足立区江北７丁目８番２号,-,-,-,,,35.780768,139.763566
20788,有限会社野島,-,足立区西伊興３丁目３番２２号,-,-,-,,,35.798353,139.777356
20789,有限会社野原ランドリー,-,足立区江北３丁目２番７号,メーカー,-,-,,,35.774461,139.761223
20790,有限会社野本タイル,-,足立区舎人３丁目１４番６号,-,-,-,,,35.813186,139.773673
20791,有限会社ノリタ薬局,-,足立区中央本町５丁目５番１号,商社,-,-,0,,35.77781,139.807122
20792,有限会社パンヴィラージュ,-,足立区竹の塚５丁目２７番１６号,-,-,-,,,35.795687,139.796115
20793,有限会社パーソナルワーク,-,足立区竹の塚１丁目３４番５号,-,-,-,,,35.790869,139.791713
20794,有限会社ハートシステム,-,足立区伊興５丁目２０番２３号,-,-,-,,,35.798861,139.782432
20795,有限会社バーブ商事,-,足立区綾瀬２丁目３４番３号,-,-,-,,,35.759926,139.828332
20796,有限会社パール,坂井征治,足立区鹿浜３丁目２３番１３号,メーカー,-,03-3855-0227,11,,35.781121,139.753482
20797,有限会社箱石工業所,-,足立区小台２丁目１１番２号,建設,-,-,2,,35.758417,139.759615
20799,有限会社ハシエクスプレス,-,足立区江北３丁目２２番２４号,-,-,-,,,35.774461,139.761223
20800,有限会社長谷川酸素商店,-,足立区佐野２丁目１２番１０号,商社,-,03-5682-6151,2,,35.787565,139.838744
20801,有限会社阪神テープ裁断所,-,足立区扇３丁目２５番５号,-,-,-,,,35.770022,139.772176
20802,有限会社一商會,-,足立区千住４丁目１０番１２号,-,-,-,5,,35.753395,139.803278
20803,有限会社橋本木工,橋本清一,足立区千住元町１１番５号,建設,http://hashimotomokkou.com,03-3881-7949,6,,35.756114,139.791734
20804,有限会社八興金属,-,足立区江北３丁目４６番１２号,-,-,-,,,35.774461,139.761223
20805,有限会社八起産業,-,足立区扇２丁目２６番３２号,サービス,-,-,,,35.763224,139.765885
20806,有限会社畑野陶業,-,足立区舎人５丁目３番８号,-,-,-,,,35.811593,139.767983
20807,有限会社花井製作所,-,足立区梅島２丁目３１番９号,-,-,-,,,35.77665,139.800335
20809,有限会社はなぶさ,-,足立区西新井１丁目３２番１号,-,-,-,,,35.78031,139.781021
20810,有限会社花畑観光サービス,-,足立区南花畑３丁目１４番５号,-,-,-,,,35.792441,139.824996
20811,花幸有限会社,-,足立区綾瀬１丁目２７番１５号,小売,-,-,,,35.758847,139.822005
20812,有限会社バブインテリア,-,足立区青井２丁目２１−１４,-,-,-,,,35.772297,139.814732
20814,有限会社浜田電設,-,足立区本木２丁目２８番１３号,-,-,-,,,35.767596,139.785349
20815,有限会社浜中通商,-,足立区六木３丁目３２番１６号,-,-,-,,,35.797245,139.842774
20817,有限会社パル,-,足立区江北４丁目１１番１号,-,-,-,,,35.773847,139.766786
20818,有限会社パルスメディア,-,足立区新田２丁目２３番４号,-,-,-,,,35.772706,139.741102
20819,有限会社原田工務店,原田忠吉,足立区南花畑２丁目２３番３号,サービス,-,03-3883-9684,0,,35.790927,139.819521
20822,有限会社ピーシーサービス,-,足立区六月１丁目１６番１０号,-,-,-,,,35.78691,139.800232
20823,有限会社ビィビクリエーターズ,-,足立区加賀１丁目７番８号,-,-,-,4,,35.788745,139.758953
20824,有限会社ビギン,-,足立区竹の塚２丁目２１番１３号,-,-,-,,,35.791029,139.795441
20825,有限会社樋口加工,-,足立区本木南町１８番１９号,メーカー,-,-,6,,35.760899,139.781737
20826,有限会社ヒカリ,-,足立区西新井２丁目３０番４号,-,-,-,,,35.784381,139.781432
20827,有限会社光サッシ工業,-,足立区西綾瀬３丁目３４番１９号,不動産、レンタル・リース,-,-,,,35.764148,139.816971
20828,有限会社久貝ポンプ,久貝豊,足立区花畑６丁目３２番９号,建設,-,03-3850-4227,2,,35.805748,139.817971
20829,有限会社ビジネスブレイン,-,足立区東綾瀬２丁目１１番１２−５０３号,-,-,-,,,35.767486,139.831897
20830,常陸＿鋼有限会社,-,足立区柳原２丁目３０番２号,-,-,-,,,35.748855,139.813804
20831,有限会社美彫工芸,-,足立区千住大川町１３番１３号,メーカー,-,-,4,,35.757149,139.79809
20832,日の出貨物有限会社,杉山英史,足立区小台２丁目８番１号,運輸・倉庫関連,-,-,43,,35.758417,139.759615
20833,美包有限会社,-,足立区青井５丁目１０番６号,-,-,-,,,35.776999,139.819844
20834,有限会社ビューティスタジオヤマノシタ,-,足立区一ツ家２丁目１１番７号,-,-,-,,,35.783317,139.813445
20837,有限会社広瀬商店,-,足立区伊興本町２丁目１０番１２号,商社,-,03-3857-4911,2,,35.801178,139.788121
20838,有限会社ヒラタ,-,足立区青井４丁目１番２号,-,-,-,2,,35.774982,139.819686
20839,有限会社平武設備,-,足立区綾瀬６丁目１８番９号−２０１号,-,-,-,,,35.77093,139.826063
20840,有限会社ヒラタランドオフィス,-,足立区青井４丁目６番２２号,-,-,-,1,,35.774982,139.819686
20841,有限会社平野屋,當麻好一郎,足立区六月２丁目１番１７号,サービス,http://hiranoya-fuga.com/,-,1,,35.786418,139.795161
20842,有限会社浩之商事,-,足立区花畑４丁目３９番２１号,-,-,-,3,,35.803625,139.807797
20843,有限会社平山縫製,-,足立区本木南町１９番１１号,-,-,-,,,35.760899,139.781737
20844,有限会社フジ計算センター,-,足立区千住曙町４１番１−５０８号,-,-,-,,,35.741828,139.814018
20845,藤川有限会社,-,足立区扇３丁目１８番１３−９０３号,-,-,-,,,35.770022,139.772176
20847,有限会社冨士産業,-,足立区千住柳町１４番７号,-,-,-,,,35.753791,139.796347
20848,有限会社富士商事,-,足立区神明南２丁目１１番２０号,-,-,-,0,,35.789237,139.832085
20849,有限会社藤野セロカラー,-,足立区神明２丁目５番１２号,-,-,-,,,35.79429,139.835124
20850,有限会社フジフオート,-,足立区梅田８丁目３番９号,-,-,-,,,35.772921,139.795128
20851,有限会社藤原工業,藤原良治,足立区保木間３丁目２５番２−１０３号,建設,-,03-3850-8920,0,,35.796447,139.806375
20852,有限会社藤守,-,足立区西新井７丁目８番１１号,-,-,-,1,,35.780571,139.771587
20853,有限会社富士リフォーム,武田實,足立区六木３丁目１番１０号,-,-,03-3629-1836,,,35.797245,139.842774
20855,有限会社ファーツ,-,足立区小台２丁目２４番１７号,-,-,-,1,,35.758417,139.759615
20856,有限会社ファッション高橋,-,足立区保塚町２番１６号,-,-,-,,,35.786674,139.812942
20857,有限会社フアニー商事,-,足立区谷中３丁目９番１６号,-,-,-,,,35.779211,139.834924
20858,有限会社楓梨会,-,足立区西竹の塚１丁目８番１４号,-,-,-,7,,35.792027,139.788406
20859,有限会社富久栄眼鏡,-,足立区竹の塚５丁目１８番１０号,-,-,-,,,35.795687,139.796115
20860,有限会社三幸,-,足立区西新井栄町３丁目１４番１号,-,-,-,1,,35.776365,139.783343
20861,有限会社福寿商事,-,足立区江北３丁目４番７号,-,-,-,,,35.774461,139.761223
20862,福田運輸有限会社,-,足立区舎人１丁目２１番１７号,運輸・倉庫関連,-,-,8,,35.807249,139.770704
20863,有限会社福田装飾,-,足立区本木南町２番２３号,商社,-,-,3,,35.760899,139.781737
20864,有限会社福本印刷所,福本政彦,足立区谷中１丁目８番９号,メーカー,http://www.f-pri.com/,03-3620-4629,8,,35.77249,139.832129
20865,有限会社不動設計,-,足立区佐野町二丁目３番１８号,-,-,-,,,,
20866,有限会社プツチ,-,足立区千住緑町２丁目８番地の３,-,-,-,,,35.744936,139.792197
20867,有限会社二葉工芸,-,足立区千住龍田町２８番９号,-,-,-,,,35.75121,139.795375
20868,有限会社船山運送店,-,足立区加賀２丁目３番１５号,-,-,-,13,,35.792695,139.760153
20869,古市印刷有限会社,-,足立区足立２丁目４３番３号,-,-,-,,,35.758779,139.81049
20870,有限会社フローラル・アイ・ジヤパン,-,足立区千住仲町２２番１号,-,-,-,,,35.744983,139.800544
20871,有限会社布留川紙器,-,足立区入谷９丁目７番２号,メーカー,-,-,,,35.809011,139.754661
20872,有限会社プラスアルファー,-,足立区加賀１丁目１８番１９号,-,-,-,,,35.788745,139.758953
20874,有限会社プラスワン,-,足立区中央本町二町目２４番１−６０９号,-,-,-,,,35.769019,139.807742
20875,有限会社プランタン,-,足立区千住２丁目６２番地,-,-,-,,,35.74958,139.801967
20876,有限会社プリテック,-,足立区北加平町９番２６号,-,-,-,,,35.784064,139.828437
20878,有限会社フロムフォーティー,-,足立区島根１丁目１番４−２１１号,-,-,-,,,35.77926,139.799926
20879,有限会社ベアーソウイング,-,足立区綾瀬７丁目２０番４号,メーカー,-,-,,,35.773905,139.826534
20880,有限会社平成製靴,-,足立区保木間４丁目５３番１４号,-,-,-,,,35.798723,139.805974
20881,有限会社ベストオートサービス,-,足立区綾瀬７丁目１３番１９号,-,-,-,,,35.773905,139.826534
20882,有限会社ベンチ,-,足立区舎人４丁目１０番１４号,-,-,-,,,35.816555,139.767733
20883,有限会社辺見装飾金物,-,足立区関原１丁目１２番２４号,-,-,-,,,35.761855,139.789455
20884,有限会社豊栄興業,-,足立区一ツ家３丁目１６番地１号,-,-,-,,,35.780196,139.813414
20885,有限会社朋成,-,足立区足立１丁目１７番１０号,-,-,-,,,35.761522,139.805576
20886,有限会社ほおずき堂,-,足立区皿沼１丁目４番１号,メーカー,-,-,,,35.793395,139.762847
20887,有限会社豊受印刷,-,足立区六月２丁目３番１２号,-,-,-,,,35.786418,139.795161
20888,宝鳳商事有限会社,-,足立区東綾瀬２丁目５番地４−６０４,-,-,-,,,35.767486,139.831897
20889,有限会社萠友,-,足立区千住２丁目６５番地,-,-,-,,,35.74958,139.801967
20890,有限会社北進工業,-,足立区青井２丁目２４番５号,-,-,-,,,35.772297,139.814732
